date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:49:13	177/177	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jul%202016%2012:19:13%20GMT	http://demos2.crazycafe.net/inviting/vershions/Popover%20requires%20tooltip.js	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/Popover%20requires%20tooltip.js	(from http://demos2.crazycafe.net/inviting/vershions/js/bootstrap.min.js)
17:49:14	27539/27539	---M--	200	added ('OK')	image/jpeg	etag:%2257481392-6b93%22	http://demos2.crazycafe.net/inviting/vershions/img/slide-speaker-5.jpg	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/img/slide-speaker-5.jpg	(from http://demos2.crazycafe.net/inviting/vershions/speakers.html)
17:49:15	20127/20127	---M--	200	added ('OK')	application/octet-stream	etag:%2257481369-4e9f%22	http://demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.eot	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.eot	(from http://demos2.crazycafe.net/inviting/vershions/css/bootstrap.min.css)
17:49:17	20127/20127	---M--	200	added ('OK')	application/octet-stream	etag:%2257481369-4e9f%22	http://demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.eot?	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regulard41d.eot	(from http://demos2.crazycafe.net/inviting/vershions/css/bootstrap.min.css)
17:49:22	18028/18028	---M--	200	added ('OK')	application/octet-stream	etag:%225748136f-466c%22	http://demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.woff2	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.woff2	(from http://demos2.crazycafe.net/inviting/vershions/css/bootstrap.min.css)
17:49:22	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%225748136c-1a8c2%22	http://demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.svg	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.svg	(from http://demos2.crazycafe.net/inviting/vershions/css/bootstrap.min.css)
17:49:22	23424/23424	---M--	200	added ('OK')	application/octet-stream	etag:%225748136e-5b80%22	http://demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.woff	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.woff	(from http://demos2.crazycafe.net/inviting/vershions/css/bootstrap.min.css)
17:49:26	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225748136c-b15c%22	http://demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.ttf	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/glyphicons-halflings-regular.ttf	(from http://demos2.crazycafe.net/inviting/vershions/css/bootstrap.min.css)
17:49:33	70807/70807	---M--	200	added ('OK')	application/octet-stream	etag:%2257481358-11497%22	http://demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont.eot?v=4.5.0	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont3295.eot	(from http://demos2.crazycafe.net/inviting/vershions/css/font-awesome.min.css)
17:49:33	66624/66624	---M--	200	added ('OK')	application/octet-stream	etag:%2257481365-10440%22	http://demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont.woff2?v=4.5.0	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont3295.woff2	(from http://demos2.crazycafe.net/inviting/vershions/css/font-awesome.min.css)
17:49:34	70807/70807	---M--	200	added ('OK')	application/octet-stream	etag:%2257481358-11497%22	http://demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont.eot?	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfontd41d.eot	(from http://demos2.crazycafe.net/inviting/vershions/css/font-awesome.min.css)
17:49:41	365616/365616	---M--	200	added ('OK')	image/svg+xml	etag:%2257481362-59430%22	http://demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont.svg?v=4.5.0	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont3295.svg	(from http://demos2.crazycafe.net/inviting/vershions/css/font-awesome.min.css)
17:49:44	83588/83588	---M--	200	added ('OK')	application/octet-stream	etag:%2257481361-14684%22	http://demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont.woff?v=4.5.0	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont3295.woff	(from http://demos2.crazycafe.net/inviting/vershions/css/font-awesome.min.css)
17:49:44	32694/32694	---M--	200	added ('OK')	application/octet-stream	etag:%225748134f-7fb6%22	http://demos2.crazycafe.net/inviting/vershions/fonts/et-line.eot	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/et-line.eot	(from http://demos2.crazycafe.net/inviting/vershions/css/et-line.css)
17:49:50	32536/32536	---M--	200	added ('OK')	application/octet-stream	etag:%2257481352-7f18%22	http://demos2.crazycafe.net/inviting/vershions/fonts/et-line.ttf	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/et-line.ttf	(from http://demos2.crazycafe.net/inviting/vershions/css/et-line.css)
17:49:50	55220/55220	---M--	200	added ('OK')	application/octet-stream	etag:%2257481355-d7b4%22	http://demos2.crazycafe.net/inviting/vershions/fonts/et-line.woff	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/et-line.woff	(from http://demos2.crazycafe.net/inviting/vershions/css/et-line.css)
17:49:50	32694/32694	---M--	200	added ('OK')	application/octet-stream	etag:%225748134f-7fb6%22	http://demos2.crazycafe.net/inviting/vershions/fonts/et-line.eot?	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/et-lined41d.eot	(from http://demos2.crazycafe.net/inviting/vershions/css/et-line.css)
17:49:53	175537/175537	---M--	200	added ('OK')	image/svg+xml	etag:%2257481353-2adb1%22	http://demos2.crazycafe.net/inviting/vershions/fonts/et-line.svg	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/et-line.svg	(from http://demos2.crazycafe.net/inviting/vershions/css/et-line.css)
17:49:54	177/177	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jul%202016%2012:19:51%20GMT	http://demos2.crazycafe.net/inviting/vershions/css/owl.video.play.png	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/css/owl.video.play.png	(from http://demos2.crazycafe.net/inviting/vershions/css/owl.carousel.css)
17:49:55	1144/1144	---M--	200	added ('OK')	image/gif	etag:%22574813de-478%22	http://demos2.crazycafe.net/inviting/vershions/img/venobox/close.gif	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/img/venobox/close.gif	(from http://demos2.crazycafe.net/inviting/vershions/css/venobox.css)
17:49:56	1177/1177	---M--	200	added ('OK')	image/gif	etag:%22574813e6-499%22	http://demos2.crazycafe.net/inviting/vershions/img/venobox/prev.gif	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/img/venobox/prev.gif	(from http://demos2.crazycafe.net/inviting/vershions/css/venobox.css)
17:49:56	142072/142072	---M--	200	added ('OK')	application/octet-stream	etag:%225748135d-22af8%22	http://demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont.ttf?v=4.5.0	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/fonts/fontawesome-webfont3295.ttf	(from http://demos2.crazycafe.net/inviting/vershions/css/font-awesome.min.css)
17:49:56	1177/1177	---M--	200	added ('OK')	image/gif	etag:%22574813de-499%22	http://demos2.crazycafe.net/inviting/vershions/img/venobox/next.gif	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/img/venobox/next.gif	(from http://demos2.crazycafe.net/inviting/vershions/css/venobox.css)
17:49:56	15933/15933	---M--	200	added ('OK')	image/png	etag:%22574813e1-3e3d%22	http://demos2.crazycafe.net/inviting/vershions/img/venobox/preload-circle.png	G:/Redrock/College/Website%20team%20Amitech'16/Templetes/ColV6/demos2.crazycafe.net/inviting/vershions/img/venobox/preload-circle.png	(from http://demos2.crazycafe.net/inviting/vershions/css/venobox.css)
